ID,Herausforderungsvorschlag,Rahmenbedingungen,Zielgruppe,Sektor,Eingereicht von,Bundesland,PLZ,Kontakt anfragen,,
100726,Wie können wir im Digitalen Umfeld durch kreative Weise auf den Ableismus aufmerksam machen?,"Da es sich beim Ableismus um ein gesamtgesellschaftliches Problem handelt, ist es an keine besonderen Begebenheiten geknüpft. Vielmehr handelt es sich um ein strukturelles Problem, dem man sich nur im Kollektiv nähern kann. Vor dem Hintergrund sind Ansätze im Schulterschluss gewünscht.","Betroffen sind grundsätzlich körperlich und geistig Benachteiligte aus allen Gesellschaftsschichten. Entsprechend handelt es sich um ein gesamtgesellschaftliches Problem, das alle Bürger:Innen betrifft.","Zivilgesellschaft, inkl. sozialer Sektor",Patients4Digital,Berlin,14195,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100726,,
100737,"Wie können wir inklusive Sportereignisse realisieren, bei denen  
a) die Teilnahme von sehr vielen Menschen mit unterschiedlichen Voraussetzungen ermöglicht wird 
b) gleichzeitig eine Community gebildet wird, um marginalisierte gesellschaftsrelevante Themen bekannt zu machen?","Eine digitale Lösung wäre optimal, aber auch Konzepte zum Format sind willkommen.
In aktuellen Zeiten machen viele Menschen Sport zu Hause - idealerweise kann auch das eingebunden werden!","Kommunen, Schulen, Vereine, Initiativen & Organisationen, Institutionen","Zivilgesellschaft, inkl. sozialer Sektor",Patients4Digital (Verein in Gründung),Berlin,12169,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100737,,
100470,Wie können wir junge Menschen durch Bildung stärker beteiligen bei der Gestaltung einer Nachhaltigen Zukunft?,,"SchülerInnen, Eltern, LehrerInnen, Administration, Zivilgesellschaft, Wirtschaft und Politik","Zivilgesellschaft, inkl. sozialer Sektor",Peer-Leader-International e.V.,Niedersachsen,26842,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100470,,
100116,Wie können wir möglichst viele Unternehmen/Organisationen und Menschen (ob Führungskräfte oder Mitarbeiter:innen/) für eine möglichst gesunde Mischung aus digital-effizienten und persönlich-menschlichen Arbeitsabläufen gewinnen?,"Corona hat der Digitalisierung der Arbeits- ( & Schul- & Lebens-) Welt einen 'kleinen Turbo' versetzt - und das ist gut so! Nun sollte es darum gehen, nach Corona in einem gesunden Maß die Digitalisierung in unserem Alltag weiter zu entwickeln & zu verankern, zugleich die coronabedingt eingeschränkten zwischenmenschlichen Faktoren wieder zu einer Renaissance kommen zu lassen. Wie sieht ein 'Best of Both Worlds' aus...?","Arbeitgeber & Arbeitnehmer in den unterschiedlichsten Branchen, Unternehmensgrößen, Organisationskulturen, bundesweit",Wirtschaft,Peopledynamix GmbH,Nordrhein-Westfalen,50226,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100116,,
100602,"Wie können wir barrierefreie Kindermedien schaffen, die sowohl von blinden und sehenden Kindern gleichermaßen genutzt werden können? Inklusion sollte in beide Richtungen funktionieren. Blinde Kinder haben ein Recht auf takitile Teilhabe an vorhandenen klassischen Kinderbüchern.",,"blinde und sehenden Kinder, Eltern, Geschwister, Familienangehörige und Freunde.","Zivilgesellschaft, inkl. sozialer Sektor",PlusPlural,Hamburg,22339,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100602,,
100340,"Wie können wir von unseren Interessenspartnern einen schnellen und flexiblen ""Impuls-Check"" zu unterschiedlichsten Themenbereichen erhalten, ohne dass der Aufwand für die Durchführung und Beteiligung zu aufwändig ist.","Der Datenschutz, vor allem im Hinblick auf die besonderen behördlichen/polizeilichen Belange, muss berücksichtigt werden.","alle Interessenspartner der Polizei (wie u.a. BürgerInnen, andere Behörden, Mitarbeitende, Unternehmen, usw.)",Verwaltung & Politik – Länder,Polizeipräsidium Heilbronn,Baden-Württemberg,74076,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100340,,
100351,"Wie können wir erreichen, dass der Mehrweg-Anteil bei den Verpackungen alltäglicher Verbrauchsgüter steigt?
Wie können wir erreichen, dass mehr Liefervorgänge (Päckchen/Lebensmittel) aggregiert werden und sich die ökonomisch-ökologische Bilanz eines Liefervorgangs verbessert?","Kenntnisse über das durchschnittliche Konsumverhalten von Verbrauchern, Kenntnisse über alternative Produktverpackungen (z.B. auf Basis von Biopolymeren) und die limitierenden Faktoren für deren Einsatz (Anbauflächenkonkurrenz, Einsatzbereich und Tauglichkeit), Kenntnisse über die Kostenstruktur und -gewichtung von Liefervorgängen (50% der Auslieferungskosten von Päckchen und Paketen entstehen auf der ""Letzten Meile"")","Verbraucher, Lieferdienste",Wirtschaft,PrimePort GmbH,Nordrhein-Westfalen,34414,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100351,,
100318,"Wie können wir die Vision einer echten menschenwürdigen Pflege von kranken, alten, behinderten, sterbenden Menschen iin der Gesellschaft verankern,umsetzen?! Wie können wir das Thema in's Bewusstsein der Bürger/innen bringen?!",Es gibt gesundheitspolitische bzw. rechtliche Rahmenbedingungen. Die dieser Vision aber nicht entgegen stehen (müssen). Im Projektteam bräuchten wir diesbezügliche Experten.,Alle Menschen in Deutschland!,Wissenschaft,"Prof. Dr. Dr. Manuela Kesselmann, Fachhochschullehrerin",Bremen,28215,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100318,,
100081,"Wie können wir in „No-Visitor-Policy""-Zeiten Arbeitgeber (KMU) motivieren, berufspraktische Erlebnis- und Erprobungsräume anzubieten, um berufl. Orientierungs-/Ents.-prozesse in Übergangsphasen zu unterstützen u. bislang nicht anvisierte Zielgruppen wie Studierende einzustellen?","Gerade in aktuellen Distanz-Zeiten beklagen junge Menschen fehlende (Plattformen für) berufspraktische Erlebnis- und Erprobungsräume (Herausforderungen über ""traditionelle"" Praktika hinaus), um berufl. Orientierungs-/Ents.-prozesse, Übergänge von Schule/vom Studium in Beruf (Employability) u. Bildungsabschlüsse erfolgreich zu bewältigen. Für Individuen und Arbeitgeber keine digitale regionale Plattform für Matching (Praxiserleben). Folge: Unsicherheit (Motivationsdefizit, Entfremdung, Prokrastination) und Perspektivlosigkeit. Wahrnehmbare psychische/physischen Folgewirkungen und Kosten für den Sozialstaat, für die Individuen, für Arbeitgeber (u.a. Produktionsausfälle durch Vakanzen, höhere Marketingausgaben). Multi-Institutionen-Handlungsfeld der Berufs- und Studienorientierung beachten.","Interessierte, digital affine, offene Kleinst-, Klein- und Mittelunternehmen, Schüler/innen, Schulabgänger/innen sowie Studierende (in der Endphase im Studium; mit Zweifel), Studienabbrechende, regional, bundesweit",Verwaltung & Politik – Kreise,"Region Hannover, Beschäftigungsförderung",Niedersachsen,30165,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100081,,
100337,"Wie können wir dafür sorgen, dass Unternehmen ihre Produkte häufiger über den gesamten Lebenszyklus kreislauffähig gestalten und als Produkt-Dienstleistungs-System anbieten (=kreislauffähige Herstellung + Angebot als Dienstleistung + Rücknahme + Weiterverwertung der Materialien)?","Es gibt von der EU den ""Circular Economy Action Plan"" und die ""Sustainable Product Initiative"", die die Umsetzung erleichtern könnten. Hier geht es aber vor allem um das Produkt selbst, nicht darum, dass Hersteller die ganze Herstellungskette und die Nutzung der Produkte in einen Kreislauf integrieren sollten, um Nachhaltigkeit und Ressourcenschonung umzusetzen und Verbrauchern nachhaltigere Produkte anzubieten.
Für Produktservicesysteme gibt es Beispiele, wie Wlan-Router, Mietfahrzeuge, Firmen-Kopiergeräte.. Die meisten Beispiele betreffen B2B (business to business) - Beziehungen und keine Angebote an Konsumenten, oft geht es nur um das Produkt, nicht den ganzen Lebenszyklus der Materialien.","Hersteller/produzierende Unternehmen bzw. Politik, wenn es um gesetzgeberische Maßnahmen zur Umsetzung geht","Zivilgesellschaft, inkl. sozialer Sektor",Regionalgruppe Berlin der Cradle to Cradle NGO,Berlin,10407,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100337,,
100492,"Wie können wir die unterschiedlichen Mobilitätsangebote sinnvoll im Raum gestalten, damit der ländliche Raum künftig nicht an ""moderner"" Lebensqualität einbüßt, um als Standort attraktiv zu bleiben, und um auch die Bürger*Innen bei der angestrebten Verkehrswende mitzunehmen?",unterschiedliche Bewegungsanforderungen und -gewohnheiten,Alle!,"Zivilgesellschaft, inkl. sozialer Sektor",Samtgemeinde Zeven,Niedersachsen,27404,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100492,,
100132,Wie können wir die Flut an Verpackungsmüll (v.a. Plastik) durch attraktive Lösungen eindämmen?,"Verpackungsgesetz
Ggf. Lebensmittelhygienevorschriften","Hersteller:innen, Händler:innen, Verbraucher:innen","Zivilgesellschaft, inkl. sozialer Sektor",sauber.berlin,Berlin,10249,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100132,,
100284,"Wie können wir jedem Bürger das gleiche persönliche Emissionsbudget zur Verfügung stellen, mit dem er die CO2 Emissionen seines Konsums bezahlt?",Das persönliche CO2 Guthaben sollte wissenschaftlich ermittelt werden und sich an dem noch verbleibenden Gesamtemissionsbudget ausrichten. Die CO2 Preise müssen sich entlang der gesamten Wertschöpfungskette ergeben. Die persönlichen Klimaguthaben sollten von einer Klimabank ausgezahlt werden. Die CO2 Guthaben sollten handelbar sein. Dazu benötigt es eine Klimabörse.,"Alle Menschen dieses Planeten, da wir alle CO2 emittieren, welches nur noch in begrenzter Menge entstehen darf, um eine Klimakatastrophe zu verhindern","Zivilgesellschaft, inkl. sozialer Sektor",SaveClimate.Earth e.V.,Rheinland-Pfalz,65623,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100284,,
100659,Wie können wir die Einwanderung von qualifizierten Arbeitskräften vereinfachen und Bewerbern und Unternehmen im Prozess zu unterstützen?,,Arbeitgeber in Deutschland und Bewerber aus dem EU und nicht-EU Ausland,Wirtschaft,Skillerator,Hamburg,22763,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100659,,
100765,Wie können wir den Umstieg auf eine regenerative Landwirtschaft attraktiv machen? Welche Anreize und Kontrollmechanismen wären dafür nötig?,,"Alle Landwirte und Landwirtinnen, andere Beteiligte",Wirtschaft,SmartCloudFarming,Berlin,10119,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100765,,
100759,Wie können wir Landwirte / Landwirtinnen unterstützen den Umstieg auf ein digitales und ressourcenschonendes Bodenmanagement erfolgreich hinzubekommen?,,Alle die in der Landwirtschaft tätig sind und Ackerflächen besitzen bzw. Inhaber solcher sind.,Wirtschaft,SmartCloudFarming,Berlin,10119,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100759,,
100748,"Wie ermöglichen wir die nachhaltige Finanzierung einer Plattform für Careleaver (junge Erwachsene, die einen Teil ihres Lebens in der stationären Kinder- und Jugendhilfe verbracht haben) und anderer digitaler Lösungen, die nach modernen Methoden (agile, lean) entwickelt wurden?",,"Careleaver, d.h. junge Erwachsene, die einen Teil ihres Lebens in der stationären Kinder- und Jugendhilfe – z. B. in betreuten Wohngruppen/Kinderheim oder Pflegefamilien – verbracht haben.","Zivilgesellschaft, inkl. sozialer Sektor",Social Impact gGmbH,Berlin,10717,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100748,,
100752,"Wie ermöglichen wir die nachhaltige Finanzierung einer Plattform für Careleaver (junge Erwachsene, die einen Teil ihres Lebens in der stationären Kinder- und Jugendhilfe verbracht haben) und anderer digitaler Lösungen, die nach modernen Methoden (agile, lean) entwickelt wurden?",,"Careleaver, d.h. junge Erwachsene, die einen Teil ihres Lebens in der stationären Kinder- und Jugendhilfe – z. B. in betreuten Wohngruppen/Kinderheim oder Pflegefamilien – verbracht haben.","Zivilgesellschaft, inkl. sozialer Sektor",Social Impact gGmbH,Berlin,10717,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100752,,
100574,"Wie kann die Digitalisierung sozialer Innovationen gefördert werden, wenn es nicht primiär um die technische Innovation geht?","Social Entrepreneurs liefern auf Basis von unternehmerischen Ideen vielfältige Lösungen für gesellschaftliche und ökologische Probleme. Leider ist es noch immer so, dass Fördermöglichkeiten und Gründungsprogramme für Jungunternehmen vor allem auf Tech-Startups zielen. Hier steht die technische Innovation im Fokus. Auch Sozialunternehmer*innen nutzen Technologien und die Digitalisierung, um ihre Projekte auf die Beine zu stellen, aber das Hauptaugenmerk liegt auf dem gesellschaftlichen Impact und nicht der Technologie. So fallen soziale und grüne Startups für finanzstarke Förderungen oft aus dem Raster. Doch gerade diese brauchen in einer Welt im Wandel um so mehr Unterstützung. Wie können wir dafür sorgen, dass Social Entrepreneure ihren technischen Support finden und auch zahlen können?","Sozialunternehmer*innen, ökologische und soziale Start-Ups",Wirtschaft,Social Impact gGmbH und SEND e.V.,Hamburg,22085,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100574,,
100634,„Wie können wir die Türen des organisierten Sports in Deutschland für Menschen mit geistiger Behinderung öffnen?“,"In Deutschland leben aktuell ca. 320.000 Menschen mit geistiger Behinderung (MmgB). Gesellschaftliche Teilhabe ist für sie in der Regel nur schwierig möglich. Ein ""natürlicher"" Ort bei dem Menschen aus unterschiedlichen Kontexten zusammen kommen ist Sport. MmgB haben hier i.d.R. keinen Zugang. Nur 8% der Menschen mit geistiger Behinderung sind sportlich aktiv, die meisten Aktivitäten davon werden in Einrichtungen der Behindertenhilfe durchgeführt. Angebote in ""normalen"" Sportvereinen, wo gesellschaftliche Teilhabe erfolgen könnte, fehlen fast überall.
Special Olympics will Athletinnen und Athleten mit geistiger Behinderung helfen den Weg in ""normale"" Vereine zu finden, doch wie öffnen wir die Türen?",Menschen mit geistiger Behinderung,"Zivilgesellschaft, inkl. sozialer Sektor",Special Olympics Deutschland e.V.,Berlin,10115,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100634,,
100803,Wie können wir die Arbeit in Verwaltung und Unternehmen im Bereich der Informationsbeschaffung und -aufbereitung beschleunigen und vereinfachen?,,"Mitarbeiter in der öffentlichen Verwaltung, aber auch in Unternehmen und Institutionen der Zivilgesellschaft (Vereine, Verbände)",Verwaltung & Politik – Länder,Staatskanzlei des Saarlandes,Saarland,66117,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100803,,
100750,"Wie können wir alle Akteur*innen der Technologietransferkultur mobilisieren, ohne dass Forschungsprojektergebnisse nur über wissenschaftliche Publikationen und Berichte zugänglich sind?","Die Herausforderung adressiert nicht die allgemeinen bekannten und immer wiederholten Probematiken der Rahmenbedingungen für Technologietransfer (befristete Stellen etc.) sondern den Transfer-Mindset jedes Einzelen. 
Was kann jeder Einzelne in seiner Rolle als Student*in, Doktorand*in, Post-Doc, Professor*in, Forschungsverwaltung, Ministeriumsmitarbeiter*in, Unternehmer*in und Bürger*in dafür tun und wie können wir das umsetzen?","Gestalter*innen von Forschungs- und Innovationspolitik, Expert*innen im Bereich F&E, Innovator*innen",Verwaltung & Politik – Länder,Staatsministerium Baden-Württemberg,Baden-Württemberg,70184,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100750,,
100749,"Wie können wir mit Innovationslaboren dazu beitragen, dass sich die Innovationsfähigkeit des Landes erhöht?","Innovationslabore sind in den letzten Jahren zunehmend auch in der Verwaltung entstanden. Auf Bundes, Länder und Kommunaler Ebenen gibt es Erfahrungen mit solchen Experimentierräumen zur Modernisierung des öffentlichen Sektors und zur Stärkung des lokalen Innovationsökosystems, um Innovationen schneller zum Durchbruch zu verhelfen.","Innovator*innen oder Innovationseinheiten aus der öffentlichen Verwaltung,",Verwaltung & Politik – Länder,Staatsministerium Baden-Württemberg,Baden-Württemberg,70184,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100749,,
100567,Wie können wir das Schutzbedürfnis der einen und die Freiheit und Selbstbestimmungsrechte der anderen unter einen Hut bekommen?,,Gesamtgesellschaft,Verwaltung & Politik – Kommunen,Stadt Arnis,Schleswig-Holstein,24399,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100567,,
100323,"Wie können wir die Authentizität und Einzigartigkeit von Städten, Dörfern und Quartieren bewahren und neu interpretieren?","Unterschiedliche Initiativen und Aktivitäten in Deutschland, den Bundesländern und innerhalb von Kommunen suchen nach Lösungsansätzen, um die baukulturelle Verantwortung aller Akteur:innen in diesem Themenfeld zu schärfen und ein gemeinsames Verständnis zu entwickeln.","Alle Akteur:innen baulicher Maßnahmen - bei Neubauten und Bauen im Bestand, Umgestaltungen und Erweiterungen, bei öffentlichenund privaten Bauvorhaben.",Verwaltung & Politik – Kommunen,Stadt Arnsberg,Nordrhein-Westfalen,59759,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100323,,
100305,"Wie können wir als Stadt Augsburg jungen Menschen demokratische Entscheidungsprozesse näherbringen, sie beteiligen und wie schaffen wir als Stadtgesellschaft Resilienz vor extremistischer Einflussnahme, bspw. durch Fake News, und schützen hier junge Menschen in ihrer Entwicklung?","- Junge Menschen gehören zu den Verlierern der Pandemie,: wir brauchen niederschwellige Angebote  und  jugendgerechte Zugänge
- Beteiligung junger Menschen wichtig: Mitgestaltung des eigenen Lebensraums
-Der nahe öffentliche Sozialraum spielt für junge Menschen eine zentrale Rolle. Ebenso der digitale Sozialraum.
- FakeNews und extremistische Narrative können junge Menschen in ihrer Entwicklung beeinflussen. Gleichzeitig zeigt sich in Studien, dass junge Menschen nicht die Hauptträger von FakeNews und in der Lage sind mit diesen umzugehen --> Jugendliche und junge Erwachsene in der Lösungsentwicklung beteiligen!
- Breite Erreichbarkeit von jungen Menschen ist über milieuübergreifende Formate zu erreichen. Soziale Medien und Plattformen werden von Jugendlichen unterschiedlich genutzt.","Junge Menschen zwischen 14 – 27 Jahren aus Augsburg und Umgebung. Lösungsansätze sollen sich an die Stadt Augsburg, den Stadtjugendring und im Jugendbereich tätige Akteur:innen der Stadt Augsburg richten.",Verwaltung & Politik – Kommunen,Stadt Augsburg,Bayern,86150,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100305,,
100304,Wie können wir als Stadtverwaltung in brisanten Situationen schnell und verlässlich ALLE Bürger:innen erreichen und im besten Fall gleichzeitig den Austausch zwischen Stadtverwaltung und Bürger:innen vereinfachen?,"'-	Schon vor der Pandemie wurde uns in brisanten Situationen immer wieder klar, dass wir die unterschiedlichen Bevölkerungsschichten schwer erreichen (v.a. ältere/sozial schwächere Menschen ohne E-Mail-Adressen/Internetzugang). Postalische Einsendungen können zwar alle Haushalte erreichen, haben neben einem hohen Kostenpunkt aber den Nachteil, dass sie einen zeitlichen Vorlauf benötigen, den wir in brisanten Situationen nicht haben. 
-	Unsere städtische Kommunikation findet auf mehreren Wegen statt: Mit Plakaten, Flyern, Anzeigen, städtischen Publikation, Veranstaltungen, via Social Media, auf unserer Website. Für langfristige Kampagnen und grundlegende Informationen sind wir  breit und ausreichend aufgestellt. Aber uns fehlt der direkte Draht, wenn es um akute, brisante Kommunikation geht.",-	Betroffene sind alle Augsburger:innen beziehungsweise alle Haushalte. Die Lösungsansätze sollten sich an Stadtverwaltungen richten.,Verwaltung & Politik – Kommunen,Stadt Augsburg,Bayern,86150,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100304,,
100307,"Wie schaffen wir es als Stadt Augsburg Jugendliche, auch digital, so zu beteiligen, damit sie sich als wichtigen Teil des Stadtgeschehens wahrgenommen fühlen? Wie schaffen wir es, dadurch eine nachhaltige Entwicklung der Stadtgesellschaft herzustellen?","'-	Digitale Plattformen und Formate werden von jungen Menschen stark genutzt.
-	Digitale Beteiligung (Unterstützung durch gamifizierte Inhalte) eignet sich als niederschwelliger Zugang. 
-	Eine breite Erreichbarkeit von jungen Menschen ist über milieuübergreifende Formate zu erreichen. Soziale Medien und die zur Verfügung stehenden Plattformen werden von Jugendlichen unterschiedlich genutzt.
-	Aus Sicht der Jugendlichen und v.a. der Jugendorganisationen besteht die Herausforderung auf die Wiedererlangung von bzw. Sicherstellung ihrer Selbstbestimmung und Selbstorganisation. 
-	Wie können sie (wieder) Verantwortung für ein selbstbestimmtes Leben übernehmen? Als Ehrenamtliche in Jugendorganisationen, als mündiger Teil ihres Sozialraumes für eine nachhaltige Entwicklung der Stadtgesellschaft",Junge Menschen zwischen 14 – 27 Jahren aus Augsburg und Umgebung.,Verwaltung & Politik – Kommunen,Stadt Augsburg,Bayern,86150,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100307,,
100411,"Wie können wir neue Monetarisierungsmodelle entwickeln, die auf Wertschätzung für Kultur und Kunstschaffenden aufbauen und eine Grundlage für nachhaltige Erwerbsbiographien bilden?","Die Übertragung von analogem Kulturschaffen in den digitalen Raum führt zu neuen Zahlungsströmen, die nicht notwendigerweise bei Künstlerinnen und Künstlern ankommen. Meist profitieren auch nicht einmal die dahinterliegenden Vertriebsstrukturen vom digitalen Angebot. Auf dieser Basis gilt es neue Monetarisierungsmodelle zu entwickeln, die auf Wertschätzung für Kultur und Kunstschaffenden aufbauen und eine Grundlage für nachhaltige Erwerbsbiographien bilden können.",Kunstschaffende und Kulturkonsumenten,Verwaltung & Politik – Kommunen,Stadt Augsburg,Bayern,86150,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100411,,
100494,"Wie können wir Digitalisierung an Schulen vorantreiben, indem wir die (leider oft knappe aber) bestehenden technische Infrastrukturen und Technologien nutzen, und uns noch mehr auf den Kompetenzerwerb von Lehrkräften und die Vernetzung der Schulen konzentrieren?","Ergänzend: Wie können wir die unterschiedlichen Kompetenzen und das Wissen von Schulpersonal besser einbeziehen und keine Enttäuschungen durch die geringen Ressourcen schaffen?
-	Infrastrukturelle Lage: Ausbau des Glasfaseranschlusses für Augsburger Schulen bis 2025 abgeschlossen/Förderprogramm ""Sonderbudget Leihgeräte"": Bestellung von 3.500 Laptops im Wert von fast 2,4 Millionen Euro. Insgt. hatte die Stadt Augsburg in den letzten 5 Jahren 1,4 Millionen Euro pro Jahr für die Digitalisierung (Glasfaserausbau/Schulhausvernetzung und Hardware-/Software-Ausstattung). 12,5 Millionen Euro fließen durch Programm ""Digitale Bildungsinfrastruktur an Bayerischen Schulen"" in die Vernetzung an 30 Augsburger Schulen
-	 oft mangelt es an Digitalkompetenz der Lehrkräfte","Augsburger Schulen, insbesondere Schulleitungen und Lehrkräfte//Lösungsansätze an Augsburger Stadtverwaltung (Bildungsreferat und Schulverwaltungsamt) um Kontakte zu Schulleitungen herzustellen",Verwaltung & Politik – Kommunen,Stadt Augsburg,Bayern,86150,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100494,,
100498,"Wie können wir Bewohner:innen von vollstationären Pflegeeinrichtungen (Altenheimen) so effektiv vor Virusinfektionen schützen, dass Besuche und andere soziale Kontakte gleichwohl je nach persönlichem Bedürfnis möglich sind?","Bewohner:innen von Altenheimen sind als Angehörige vulnerabler Personengruppen durch die Infektion mit Viren besonders gefährdet. Im Rahmen der Corona-Pandemie ist es zu umfangreichen Einschränkungen von Besuchen gekommen, die von den Betroffenen als sehr einschneidend wahrgenommen worden sind. Nach dem Ausbau von Test- und Impfkapazitäten ist es dringend erforderlich, das Besuchsgeschehen wieder zu normalisieren. Auch im Hiblick darauf, dass sich in den kommenden Jahren immer wieder Pandemien ausbreiten können.
Bestehende Lösungsansätze ergeben sich auf dem jeweiligen Corona-Regime der Bundesländer. Ein Lösungsansatz ist der Ausbau digitaler Kommunikationsmöglichkeiten, da die Digitalisierung der Altenheime bislang keine hohe politische Priorität hatte.",Lösungsansätze sollten sich an die Träger von Altenheimen bzw. an die Leitungen dieser Einrichtungen richten.,Verwaltung & Politik – Kommunen,Stadt Augsburg,Bayern,86150,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100498,,
100416,Wie können wir die Inklusivität von Sportangeboten stärken und damit die Zugänge zur Sportangeboten von Personen mit sozial/körperlich/u.w. besonderen Hintergründen erleichtern?,"Besondere Hintergründe: Alleinerziehende, aufgrund Behinderung eingeschränkte Personen, Personen mit Migrationshintergrund, etc.",Sportferne Menschen,Verwaltung & Politik – Kommunen,Stadt Augsburg,Bayern,86150,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100416,,
100413,Wie können wir Rezipienten und Kunstschaffende in Postcorona Zeiten re-aktivieren?,"Im Zusammenhang mit dem radikalen Einschnitt den Corona insbesondere im Kulturbereich für die Kunstschaffenden einerseits, andererseits für die Kulturkonsumenten bedeutet, müssen wir konzipieren, wie man Kulturangebote so steuert, dass sie breite Bevölkerungsschichten für die Bedeutung von Kultur sensibilisieren. Darüber hinaus geht es auch darum wieder Aktivierungsimpulse in die kreativen Szenen zu setzen. Wie können Programmabstimmungen gelingen? Wie bauen sich Aktivierungsstrategien sinnvollerweise so auf, dass sie breite Bevölkerungsschichten zu mehr kultureller Partizipation motivieren und eine wertschätzende Haltung gegenüber der Vielfalt an Kulturangeboten unterstützen?",Kunstschaffende und Kulturkonsumenten,Verwaltung & Politik – Kommunen,Stadt Augsburg,Bayern,86150,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100413,,
100414,Wie können wir bei zunehmender Individualisierung des Sports Personen für den Vereinssport motivieren?,,"Sporttreibende, Sportvereine",Verwaltung & Politik – Kommunen,Stadt Augsburg,Bayern,86150,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100414,,
100518,"Wie können wir den lokalen Einzelhandel stärken, indem wir eine Plattform schaffen, die Menschen animiert, lokal einzukaufen und nicht über große internationale Plattformen wie Amazon zu bestellen?","-	Einzelhandel ist einer der meist betroffenen Sektoren der Corona-Krise
-	Die Innenstädte stehen vor immensen Herausforderungen: Gastronomie geschlossen, Einzelhandel nur einschränkt erlaubt, Dienstleistungs- und Gesundheitssektor beeinträchtigt
-	Zwei Themen beschäftigten die Unternehmen:  zum einen die aufgezehrte Liquidität. Reicht das Geld für Miete und laufende Kosten?  Zum anderen die minimale Kundenfrequenz. Trotz staatlicher Programme sei die Finanzsituation von inhabergeführten Betrieben an vielen Orten existenzgefährdend.
-	Einzelhandel hat in den vergangenen Jahren den Trend verschlafen, nicht nur ein attraktives Angebot vor Ort, sondern auch online zu schaffen","'-	Betroffene sind Einzelhändler:innen aus Augsburg -	Angesprochen für Lösungsansätze werden sollte die Stadtverwaltung (Wirtschaftsreferat, Wirtschaftsförderung) um den Kontakt zu den Einzelhändlern herzustellen",Verwaltung & Politik – Kommunen,Stadt Augsburg,Bayern,86150,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100518,,
